mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_algorithm;param_leaf_size;param_n_neighbors;param_weights;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.12347550392150879;0.000640992975049805;2.295114040374756;0.023804436004065607;ball_tree;30;9;distance;{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'distance'};0.4157109086005022;0.42978349972291474;0.43545860435113826;0.43360436229523724;0.42469857344309303;0.42785118968257707;0.007099732235059804;41
0.1859739303588867;0.0004483987194945277;0.7215844631195069;0.002408420741223204;kd_tree;10;3;uniform;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'};0.36614383393779015;0.3759002633049173;0.3883461499462617;0.3734534517660939;0.3586892611937139;0.37250659202975533;0.009946943902968469;73
0.18777070045471192;0.004353883997311812;0.7250312328338623;0.008301954616529782;kd_tree;10;3;distance;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'};0.35749713437981945;0.3654619088886272;0.3796206033983971;0.3638474129780447;0.35116249109711106;0.3635179101483999;0.009508843819400243;85
0.18636231422424315;0.0017324185272291496;0.872819185256958;0.006511828785431405;kd_tree;10;5;uniform;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'};0.4196033472815147;0.42968164905991846;0.4366817088765854;0.43261919680166894;0.4265045542225432;0.4290180912484461;0.00578090957667393;35
0.18842191696166993;0.003733916675174464;0.8755221843719483;0.0061934893808581505;kd_tree;10;5;distance;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'distance'};0.4168538859598191;0.4254040780559666;0.43420357914523233;0.42870624005238145;0.4238409534489357;0.425801747332467;0.005711285887106726;59
0.18929991722106934;0.005610904105477361;0.9993532657623291;0.005504148963761795;kd_tree;10;7;uniform;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'};0.42135596289076105;0.42889206871596663;0.43807328387764;0.4351839863693715;0.42472649872378343;0.4296463601155045;0.0062479280788683735;16
0.18547334671020507;0.0003368077286342859;1.0057775497436523;0.007477978180617322;kd_tree;10;7;distance;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'distance'};0.42381463345603476;0.4302236277154948;0.44094465204140154;0.43646404349523826;0.42752138820396324;0.4317936689824265;0.00616336449671584;4
0.18734512329101563;0.0019998985782863255;1.1273371696472168;0.02317996111763227;kd_tree;10;9;uniform;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'uniform'};0.40852939143845646;0.42536105613774233;0.4288506086717908;0.428523824230714;0.4182795401756575;0.42190888413087224;0.007694743997602055;71
0.18763604164123535;0.0016276030082561922;1.123542308807373;0.005747774249745204;kd_tree;10;9;distance;{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'distance'};0.4157259827846299;0.42983803434559287;0.4350819989219925;0.43360664018368644;0.42457246178184194;0.42776502360354873;0.007029807116012486;47
0.1760857582092285;0.0034714291097989987;0.681348466873169;0.006711200184055054;kd_tree;20;3;uniform;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'};0.36600523441351185;0.37593802775549434;0.3881456665876596;0.37326333395855305;0.35848560102240645;0.3723675727475251;0.009956779302491874;81
0.17364034652709961;0.0012438123984041013;0.6813934803009033;0.0027398791023029363;kd_tree;20;3;distance;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'};0.3573680178565255;0.36552905321989815;0.37945042327859657;0.36367759092344776;0.3509848295550262;0.36340198296669884;0.009515747557099398;93
0.17240653038024903;0.0006559083017939083;0.8122799873352051;0.009640286995811216;kd_tree;20;5;uniform;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'};0.4196702220471177;0.4295885401646111;0.4366502043916394;0.4326113560693532;0.4267634926883207;0.42905676307220836;0.005726159459748293;28
0.17416343688964844;0.0022544119783589225;0.8074746131896973;0.0031023871143213083;kd_tree;20;5;distance;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'};0.4169062682690182;0.4253280870253193;0.43417149929605037;0.42869997144027505;0.42406726940240536;0.4258346190866137;0.00567114386512241;52
0.17470731735229492;0.003926963932560996;0.9198917388916016;0.0044707735866482655;kd_tree;20;7;uniform;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'};0.4214157408365833;0.4289677196983007;0.4379307860846767;0.43514801415532733;0.4246393026769403;0.42962031269036566;0.006199528840070118;18
0.1730414867401123;0.0008940878243192998;0.9200247764587403;0.0038408455364278755;kd_tree;20;7;distance;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'distance'};0.4238671884458506;0.4302871209511334;0.44082141440140854;0.43642997127660954;0.42745610433657;0.4317723598823144;0.0061140242663658825;6
0.1749422073364258;0.0032557109559432675;1.0213671684265138;0.007021762434462401;kd_tree;20;9;uniform;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'uniform'};0.40848510745582556;0.4253379239270588;0.4294675680221356;0.42850856405959914;0.41830940319325394;0.42202171333157457;0.007817137357788531;61
0.17230982780456544;0.0006309867111285399;1.019180917739868;0.008889510552410614;kd_tree;20;9;distance;{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'distance'};0.4156952055630653;0.4298179499971365;0.4356250016881854;0.43359387469819766;0.4245931286044502;0.427865032110207;0.007150673873988582;37
0.17471799850463868;0.004280769584087938;0.6827206134796142;0.0040159127214456965;kd_tree;30;3;uniform;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'};0.36600523441351185;0.37593802775549434;0.3881456665876596;0.37326333395855305;0.35848560102240645;0.3723675727475251;0.009956779302491874;81
0.17319908142089843;0.0010420576478788982;0.6809666156768799;0.003056948512859813;kd_tree;30;3;distance;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'distance'};0.3573680178565255;0.36552905321989815;0.37945042327859657;0.36367759092344776;0.3509848295550262;0.36340198296669884;0.009515747557099398;93
0.17353129386901855;0.0015348437899933667;0.8078876495361328;0.0070841188695150775;kd_tree;30;5;uniform;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'uniform'};0.4196702220471177;0.4295885401646111;0.4366502043916394;0.4326113560693532;0.4267634926883207;0.42905676307220836;0.005726159459748293;28
0.17281432151794435;0.0008251006216501752;0.8095789432525635;0.004252604969070948;kd_tree;30;5;distance;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'distance'};0.4169062682690182;0.4253280870253193;0.43417149929605037;0.42869997144027505;0.42406726940240536;0.4258346190866137;0.00567114386512241;52
0.17354912757873536;0.0015287155249367683;0.9227828025817871;0.006580448740107495;kd_tree;30;7;uniform;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'};0.4214157408365833;0.4289677196983007;0.4379307860846767;0.43514801415532733;0.4246393026769403;0.42962031269036566;0.006199528840070118;18
0.17250642776489258;0.0005585253009368178;0.9208498477935791;0.0026429589957281873;kd_tree;30;7;distance;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'distance'};0.4238671884458506;0.4302871209511334;0.44082141440140854;0.43642997127660954;0.42745610433657;0.4317723598823144;0.0061140242663658825;6
0.1727121353149414;0.000605166742604609;1.0240603923797607;0.005369313241517403;kd_tree;30;9;uniform;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'uniform'};0.40848510745582556;0.4253379239270588;0.4294675680221356;0.42850856405959914;0.41830940319325394;0.42202171333157457;0.007817137357788531;61
0.17347402572631837;0.0008264431990119227;1.0277403354644776;0.008376763690924433;kd_tree;30;9;distance;{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'distance'};0.4156952055630653;0.4298179499971365;0.4356250016881854;0.43359387469819766;0.4245931286044502;0.427865032110207;0.007150673873988582;37
0.01997075080871582;0.001763297703709085;0.7063125610351563;0.23022705882782396;brute;10;3;uniform;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'};0.3661288329023833;0.3759788586788332;0.3883370969212765;0.3732478360734286;0.3583782934288928;0.37241418360096284;0.010034469590251456;78
0.020344877243041994;0.00037660369935141135;0.4603839874267578;0.09795109353535413;brute;10;3;distance;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'distance'};0.35747940808316747;0.3654999306287997;0.3796172175781177;0.36365294811609505;0.35087246391460525;0.363424393664157;0.009586046433577225;90
0.021461343765258788;0.001253359196667013;0.5177064895629883;0.05369257568472973;brute;10;5;uniform;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'};0.4197087915916198;0.4296233514850746;0.4367753959728541;0.4324486065360065;0.4265608507850889;0.4290233992741287;0.00574476286019214;32
0.02027783393859863;0.0007563344223687152;1.1890209197998047;0.4592767782798332;brute;10;5;distance;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'distance'};0.4169253130845343;0.425360174269535;0.4342857456804129;0.42856609319637395;0.4238862816338229;0.42580472157293575;0.005696926756825619;56
0.02085905075073242;0.00044469809854277484;0.8427215099334717;0.29664998316588886;brute;10;7;uniform;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'};0.4213857041070682;0.4289134955611732;0.43785742434566155;0.4352009378059034;0.42466634381653035;0.42960478112726735;0.006194228854859751;22
0.020634269714355467;0.0014503494367536166;1.071641445159912;0.39792163705115763;brute;10;7;distance;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'distance'};0.4238391021827883;0.43024223521032756;0.4407488833619212;0.43646849915013197;0.427474612208956;0.431754666422825;0.006105384947943859;10
0.02120633125305176;0.0010369894382965374;1.387977170944214;0.364222672946675;brute;10;9;uniform;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'uniform'};0.4085256783191743;0.42538304094786994;0.4289557047684568;0.428510644885457;0.41830987419339316;0.4219369886228702;0.007711936368567115;67
0.020248603820800782;0.000814297376973674;1.0293984889984131;0.46313400296395735;brute;10;9;distance;{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 9, 'weights': 'distance'};0.41573295836166635;0.4298569102389882;0.4351959293131271;0.43358562731150563;0.4245921715874723;0.4277927193625519;0.007047091960670827;43
0.021393823623657226;0.0009902359414870054;0.6981050491333007;0.1998820837438248;brute;20;3;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'};0.3661288329023833;0.3759788586788332;0.3883370969212765;0.3732478360734286;0.3583782934288928;0.37241418360096284;0.010034469590251456;78
0.019779300689697264;0.0005652645894332728;1.1777828216552735;0.3180425329611268;brute;20;3;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'distance'};0.35747940808316747;0.3654999306287997;0.3796172175781177;0.36365294811609505;0.35087246391460525;0.363424393664157;0.009586046433577225;90
0.021431446075439453;0.0012331451812248432;1.0206661224365234;0.4027409793530857;brute;20;5;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'};0.4197087915916198;0.4296233514850746;0.4367753959728541;0.4324486065360065;0.4265608507850889;0.4290233992741287;0.00574476286019214;32
0.019739055633544923;0.0007029399021796474;1.2060540676116944;0.5070544166323391;brute;20;5;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'distance'};0.4169253130845343;0.425360174269535;0.4342857456804129;0.42856609319637395;0.4238862816338229;0.42580472157293575;0.005696926756825619;56
0.021211719512939452;0.0011477360112730549;1.3201101303100586;0.5680183325011284;brute;20;7;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'};0.4213857041070682;0.4289134955611732;0.43785742434566155;0.4352009378059034;0.42466634381653035;0.42960478112726735;0.006194228854859751;22
0.02006640434265137;0.000962334916608522;1.1944736957550048;0.5740944132950732;brute;20;7;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'distance'};0.4238391021827883;0.43024223521032756;0.4407488833619212;0.43646849915013197;0.427474612208956;0.431754666422825;0.006105384947943859;10
0.021468544006347658;0.0011650802205226346;1.651391077041626;0.4614850612161882;brute;20;9;uniform;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'uniform'};0.4085256783191743;0.42538304094786994;0.4289557047684568;0.428510644885457;0.41830987419339316;0.4219369886228702;0.007711936368567115;67
0.01943669319152832;0.0007686574553627068;1.1748373985290528;0.36644494141211514;brute;20;9;distance;{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 9, 'weights': 'distance'};0.41573295836166635;0.4298569102389882;0.4351959293131271;0.43358562731150563;0.4245921715874723;0.4277927193625519;0.007047091960670827;43
0.021183300018310546;0.0013396362227060192;0.8777528762817383;0.4522351939428208;brute;30;3;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'};0.3661288329023833;0.3759788586788332;0.3883370969212765;0.3732478360734286;0.3583782934288928;0.37241418360096284;0.010034469590251456;78
0.020425891876220702;0.0007440618966123423;1.3123486518859864;0.6613735492543682;brute;30;3;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'distance'};0.35747940808316747;0.3654999306287997;0.3796172175781177;0.36365294811609505;0.35087246391460525;0.363424393664157;0.009586046433577225;90
0.02031083106994629;0.0002144047471827995;1.6489766597747804;1.132595682756423;brute;30;5;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'uniform'};0.4197087915916198;0.4296233514850746;0.4367753959728541;0.4324486065360065;0.4265608507850889;0.4290233992741287;0.00574476286019214;32
0.019816875457763672;0.00029123268112426435;1.8946131229400636;1.3104299077916692;brute;30;5;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'distance'};0.4169253130845343;0.425360174269535;0.4342857456804129;0.42856609319637395;0.4238862816338229;0.42580472157293575;0.005696926756825619;56
0.022193193435668945;0.0005648009833022223;1.6110148906707764;0.49721842294964386;brute;30;7;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'};0.4213857041070682;0.4289134955611732;0.43785742434566155;0.4352009378059034;0.42466634381653035;0.42960478112726735;0.006194228854859751;22
0.020780467987060548;0.0011590566600287885;1.648522186279297;1.0245328633807254;brute;30;7;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'distance'};0.4238391021827883;0.43024223521032756;0.4407488833619212;0.43646849915013197;0.427474612208956;0.431754666422825;0.006105384947943859;10
0.02053823471069336;0.0005556795916891986;0.8488680839538574;0.44475835074147174;brute;30;9;uniform;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'uniform'};0.4085256783191743;0.42538304094786994;0.4289557047684568;0.428510644885457;0.41830987419339316;0.4219369886228702;0.007711936368567115;67
0.01885247230529785;0.0002699541884614865;1.5058247089385985;0.5153992680426099;brute;30;9;distance;{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 9, 'weights': 'distance'};0.41573295836166635;0.4298569102389882;0.4351959293131271;0.43358562731150563;0.4245921715874723;0.4277927193625519;0.007047091960670827;43
